text,label
什么是计算学习理论？,机器学习
什么是监督学习的泛化误差？,机器学习
什么是无监督学习的评估指标？,机器学习
什么是强化学习的评估指标？,机器学习
什么是离线评估？,机器学习
什么是在线评估？,机器学习
什么是A/B测试？,机器学习
什么是机器学习的可解释性？,机器学习
什么是模型可解释性？,机器学习
什么是LIME？,机器学习
什么是SHAP？,机器学习
什么是特征重要性？,机器学习
什么是机器学习中的公平性？,机器学习
什么是机器学习中的隐私保护？,机器学习
什么是差分隐私？,机器学习
什么是联邦学习？,机器学习
什么是同态加密？,机器学习
什么是安全多方计算？,机器学习
什么是分布式机器学习？,机器学习
什么是并行计算？,机器学习
什么是GPU加速？,机器学习
什么是TPU？,机器学习
什么是边缘计算？,机器学习
什么是模型压缩？,机器学习
什么是知识蒸馏？,机器学习
什么是剪枝？,机器学习
什么是量化？,机器学习
什么是模型部署？,机器学习
什么是MLOps？,机器学习
什么是机器学习管线？,机器学习
什么是数据版本控制？,机器学习
什么是模型版本控制？,机器学习
什么是监控？,机器学习
什么是告警？,机器学习
什么是模型漂移？,机器学习
什么是数据漂移？,机器学习
什么是概念漂移？,机器学习
如何检测模型漂移？,机器学习
如何处理模型漂移？,机器学习
在K-means或KNN，我们是用欧氏距离来计算最近的邻居之间的距离，为什么不用曼哈顿距离？,机器学习
请简单介绍一下参数估计的主要方法？,机器学习
简单说说特征工程？,机器学习
简单介绍什么是Logsitic Regression?,机器学习
LR和SVM的联系与区别？,机器学习
正则化方法中，L1和L2的区别是什么？,机器学习
L1和L2正则先验分别服从什么分布？,机器学习
朴素贝叶斯模型的“朴素”是什么意思？,机器学习
解释一下ROC曲线的原理？,机器学习
什么是贝叶斯定理？,机器学习
概率和似然有什么区别？,机器学习
交叉检验如何用在时间序列数据上？,机器学习
如何对决策树进行剪枝？,机器学习
模型的精度和模型的性能哪个对你更重要？,机器学习
什么时候你应该使用分类而不是回归？,机器学习
举个例子，说明使用集成学习会很有用。,机器学习
你如何确保你的模型没有过拟合？,机器学习
如何评估一个LR model？ ,机器学习
如何处理数据集中丢失或损坏的数据？,机器学习
你是否有使用Spark或大数据工具进行机器学习的经验？,机器学习
我们如何利用您的机器学习技能来创造收入？,机器学习
你认为我们当前的数据处理过程如何？,机器学习
你读过的最后一篇机器学习论文是什么？,机器学习
你在机器学习方面有研究经验吗？,机器学习
你最喜欢的机器学习模型的用例是什么？,机器学习
您通常在哪里寻找数据集？,机器学习
你认为谷歌是如何为自动驾驶汽车提供培训数据的？,机器学习
哪种技术有助于减轻基于提示的学习中的偏见?,llm
是否需要为所有基于文本的LLM用例提供矢量存储?,llm
什么是大语言模型?,llm
LLM训练数据集有哪些特点?,llm
预训练用的数据集与提示词有什么异同?,llm
为什么我看到的数据集结构和提示词结构一致?,llm
某开源预训练模型无法知道"今天是几号"，为什么?,llm
用户循环反馈后，预训练模型是否会更新?,llm
如何优化LLM的提示词?,llm
LLM的上下文窗口大小有什么影响?,llm
什么是LLM的微调?,llm
如何评估LLM的性能?,llm
LLM有哪些应用场景?,llm
如何处理LLM的 hallucination问题?,llm
什么是RAG技术?,llm
如何构建LLM应用?,llm
LLM的参数数量对性能有什么影响?,llm
什么是LLM的温度参数?,llm
如何保护LLM中的隐私数据?,llm
LLM与传统NLP模型有什么区别?,llm
如何使用LLM进行文本生成？,llm
什么是提示工程？,llm
LLM的推理速度如何优化？,llm
如何构建多模态LLM？,llm
什么是LLM的上下文学习能力？,llm
如何使用LLM进行问答系统？,llm
LLM在医疗领域有哪些应用？,llm
如何评估LLM的安全性？,llm
什么是LLM的知识蒸馏？,llm
如何构建LLM的评测基准？,llm
大模型处理文档时常见问题有哪些？,llm
LLM大语言模型的致命缺陷有哪些？,llm
如何定义分类描述，使用LLM进行问题分类？,llm
LLM面试中常见的问题有哪些？,llm
如何减轻基于提示的学习中的偏见？,llm
是否需要为所有基于文本的LLM用例提供矢量存储？,llm
LLM的训练过程是怎样的？,llm
LLM的预训练和微调有什么区别？,llm
LLM的上下文窗口是什么？,llm
LLM的参数高效微调方法有哪些？,llm
目前主流的开源LLM模型有哪些，它们都是什么架构？,llm
prefix LM 和 causal LM 区别是什么？,llm
为什么现在 LLM 基本都是 Decoder-only？,llm
Transformer架构的基本工作原理是什么？,llm
评估大型语言模型性能的关键指标有哪些？,llm
什么是模型微调(Fine-tuning)？,llm
如何缓解LLM中的偏见和不公平现象？,llm
冷藏后的西瓜为何更甜？,其他
如何减少吸烟对环境的污染？,其他
汽车尾气排放对环境有什么影响？,其他
如何正确处理废弃电池？,其他
一次性纸杯为什么会烫手？,其他
如何节约用水？,其他
如何减少塑料污染？,其他
怎样健康饮食？,其他
如何保持良好的睡眠质量？,其他
怎样有效锻炼？,其他
如何提高学习效率？,其他
怎样管理个人财务？,其他
如何应对压力？,其他
怎样保持心理健康？,其他
如何改善人际关系？,其他
怎样提高沟通能力？,其他
如何时间管理？,其他
怎样提高专注力？,其他
如何培养良好的习惯？,其他
怎样解决拖延症？,其他
如何选择适合自己的职业？,其他
怎样准备面试？,其他
如何提高工作效率？,其他
怎样处理工作压力？,其他
如何平衡工作和生活？,其他
怎样学习一门新语言？,其他
如何提高阅读能力？,其他
怎样写作？,其他
如何提高记忆力？,其他
怎样学习数学？,其他
如何提高英语口语？,其他
怎样旅行省钱？,其他
如何安全驾驶？,其他
怎样应对紧急情况？,其他
如何保护环境？,其他
怎样减少碳排放？,其他
如何保护野生动物？,其他
怎样节约能源？,其他
如何处理垃圾？,其他
怎样减少噪音污染？,其他
如何保持室内空气清新？,其他
怎样预防疾病？,其他
如何保持个人卫生？,其他
怎样健康饮食？,其他
如何应对过敏？,其他
怎样处理常见的家庭问题？,其他
如何进行家居清洁？,其他
怎样布置房间？,其他
如何选择家具？,其他
怎样节约水电费？,其他
如何安全使用电器？,其他
怎样处理家庭矛盾？,其他
如何教育孩子？,其他
怎样与孩子沟通？,其他
如何培养孩子的兴趣？,其他
怎样帮助孩子学习？,其他
如何处理孩子的叛逆期？,其他
怎样照顾老人？,其他
如何与老人沟通？,其他
怎样帮助老人适应科技？,其他
如何处理家庭财务？,其他
怎样制定家庭预算？,其他
如何投资？,其他
怎样理财？,其他
如何规划退休？,其他
怎样应对失业？,其他
如何创业？,其他
怎样经营小生意？,其他
如何提高销售技巧？,其他
怎样进行市场调研？,其他
如何制定营销策略？,其他
怎样管理团队？,其他
如何领导下属？,其他
怎样处理职场冲突？,其他
如何晋升？,其他
怎样跳槽？,其他
如何建立职业网络？,其他
怎样提高职业技能？,其他
如何应对职场歧视？,其他
怎样平衡工作和学习？,其他
如何选择教育机构？,其他
怎样申请大学？,其他
如何选择专业？,其他
怎样准备考试？,其他
如何申请奖学金？,其他
怎样出国留学？,其他
如何适应留学生活？,其他
怎样选择留学国家？,其他
如何申请签证？,其他
怎样购买保险？,其他
如何选择保险公司？,其他
怎样理赔？,其他
如何处理交通事故？,其他
怎样选择交通工具？,其他
如何规划旅行？,其他
怎样预订酒店？,其他
如何选择旅游目的地？,其他
怎样打包行李？,其他
如何应对旅行中的紧急情况？,其他
怎样拍摄好照片？,其他
如何学习摄影？,其他
怎样选择相机？,其他
如何编辑照片？,其他
怎样学习绘画？,其他
如何欣赏艺术？,其他
怎样学习音乐？,其他
如何选择乐器？,其他
怎样练习乐器？,其他
如何欣赏音乐？,其他
怎样学习舞蹈？,其他
如何保持身材？,其他
怎样减肥？,其他
如何增肌？,其他
怎样保持健康的体重？,其他
如何应对肥胖？,其他
怎样控制饮食？,其他
如何选择健康食品？,其他
怎样烹饪健康菜肴？,其他
如何储存食物？,其他
怎样避免食物中毒？,其他
如何应对食物过敏？,其他
怎样选择食材？,其他
如何识别新鲜食材？,其他
怎样节约食材？,其他
如何处理剩余食物？,其他
怎样减少食物浪费？,其他
如何选择厨房工具？,其他
怎样使用厨房工具？,其他
如何清洁厨房？,其他
怎样保持厨房卫生？,其他
如何应对厨房意外？,其他
怎样学习烹饪？,其他
如何提高烹饪技能？,其他
怎样创新菜谱？,其他
如何举办派对？,其他
怎样准备派对食物？,其他
如何布置派对场地？,其他
怎样邀请客人？,其他
如何与客人交流？,其他
怎样处理派对意外？,其他
如何选择礼物？,其他
怎样包装礼物？,其他
如何送礼物？,其他
怎样接受礼物？,其他
如何选择服装？,其他
怎样搭配服装？,其他
如何保养服装？,其他
怎样选择鞋子？,其他
如何保养鞋子？,其他
怎样选择配饰？,其他
如何搭配配饰？,其他
怎样选择化妆品？,其他
如何使用化妆品？,其他
怎样保养皮肤？,其他
如何选择护肤品？,其他
怎样应对皮肤问题？,其他
如何保护头发？,其他
怎样选择洗发水？,其他
怎样护理头发？,其他
如何应对头发问题？,其他
怎样选择香水？,其他
如何使用香水？,其他
怎样保持口腔卫生？,其他
如何选择牙膏？,其他
怎样刷牙？,其他
如何应对口腔问题？,其他
怎样选择眼镜？,其他
如何保养眼镜？,其他
怎样选择隐形眼镜？,其他
如何使用隐形眼镜？,其他
如何应对眼睛问题？,其他
怎样保护耳朵？,其他
如何应对耳朵问题？,其他
怎样保护鼻子？,其他
如何应对鼻子问题？,其他
怎样保护喉咙？,其他
如何应对喉咙问题？,其他
怎样保护心脏？,其他
如何应对心脏问题？,其他
怎样保护肺部？,其他
如何应对肺部问题？,其他
怎样保护肝脏？,其他
如何应对肝脏问题？,其他
怎样保护肾脏？,其他
如何应对肾脏问题？,其他
怎样保护肠道？,其他
如何应对肠道问题？,其他
怎样保护关节？,其他
如何应对关节问题？,其他
怎样保护骨骼？,其他
如何应对骨骼问题？,其他
怎样保护肌肉？,其他
如何应对肌肉问题？,其他
怎样保护皮肤？,其他
如何应对皮肤问题？,其他
怎样保护眼睛？,其他
如何应对眼睛问题？,其他
怎样保护耳朵？,其他
如何应对耳朵问题？,其他
怎样保护鼻子？,其他
如何应对鼻子问题？,其他
怎样保护喉咙？,其他
如何应对喉咙问题？,其他
怎样保护心脏？,其他
如何应对心脏问题？,其他
怎样保护肺部？,其他
如何应对肺部问题？,其他
怎样保护肝脏？,其他
如何应对肝脏问题？,其他
怎样保护肾脏？,其他
如何应对肾脏问题？,其他
怎样保护肠道？,其他
如何应对肠道问题？,其他
怎样保护关节？,其他
如何应对关节问题？,其他
怎样保护骨骼？,其他
如何应对骨骼问题？,其他
怎样保护肌肉？,其他
如何应对肌肉问题？,其他
怎样保护皮肤？,其他
如何应对皮肤问题？,其他
